ID,Title,SKU,"Product Type","Parent Product ID",_isbn_text_field,epub_uuid
21286,"Fjörugur fiskur",524595,variable,21285,9789979524595,
21289,"Dagbók Barnsins",524601,variable,21288,9789979524601,
21292,"Rósalind prinsessa Bambi og leyndarmálið",524618,variable,21291,9789979524618,
21295,"Æðisleg amma",524625,variable,21294,9789979524625,
21298,"Lesum saman - Fimmtán mömmusög",524632,variable,21297,9789979524632,
21301,"Lesum saman - Fimmtán ferðasög",524649,variable,21300,9789979524649,
21307,"Lesum saman - Fimmtán sögur úr",524663,variable,21306,9789979524663,
21313,"Hér komum við",524687,variable,21312,9789979524687,
21316,"Hvað viltu litli grís ?",524694,variable,21315,9789950503052,
21325,"Bóbó bangsi í stórmarkaði (L)",524731,variable,21324,9789979524731,
21328,"Bóbó bangsi fer í sveit (L)",524748,variable,21327,9789979524748,
21331,"Bóbó bangsi og slökkviliðið(L)",524755,variable,21330,9789979524755,
21334,"Bóbó bangsi og Fiddi frændi",524762,variable,21333,9789979524762,
21337,"Bóbó bangsi við ströndina (L)",524779,variable,21336,9789979524779,
21340,Mjallhvít,524786,variable,21339,9789979524786,
21343,Öskubuska,524793,variable,21342,9789979524793,
21346,Þyrnirós,524809,variable,21345,9789979524809,
21349,Gosi,524816,variable,21348,9789979524816,
21355,"Veistu svarið - Bók 2",524847,variable,21354,9789979524847,
21358,"Veistu svarið - Bók 3",524854,variable,21357,9789979524854,
21361,"Veistu svarið - Bók 4",524861,variable,21360,9789979524861,
21364,"Rauðhetta - pússlbók",524878,variable,21363,9789979524878,
21367,"Pétur Pan - púslbók",524885,variable,21366,9789979524885,
21373,"Fyrstu 1000 orðin",524922,variable,21372,9789979524922,
21400,"Íslensku dýrin - harðspjalda",525042,variable,21399,9789979525042,
21403,"Má ég lesa?",525059,variable,21402,9789950503069,
21409,"Hoppi og fló - Spennandi dagur",525073,variable,21408,9789979525073,
21412,"Hoppi og fló - Nú er háttatími",525080,variable,21411,9789979525080,
21415,Fánabókin,525097,variable,21414,9789979525097,
21418,"101 Fyrstu orðin - skoðum og lærum",525110,variable,21417,9789979525110,
21421,"101 Fyrstu orðin - á ferð og flugi",525127,variable,21420,9789979525127,
21424,"Allt í fullu fjöri",525134,variable,21423,9789979525134,
21427,"Galdrakarlinn í Oz - myndabók",525141,variable,21426,9789979525141,
21430,"Koppabókin mín - Stelpur",525189,variable,21429,9789979525189,
21433,"Koppabókin mín - Strákar",525196,variable,21432,9789979525196,
21436,"Fyrstu orðin - leitum og finnu",525202,variable,21435,9789979525202,
21439,"Líkami þinn",525219,variable,21438,9789979525219,
21445,"Dýrin - leitum og finnum",525257,variable,21444,9789979525257,
21447,"Farartæki á fullri ferð",525264,variable,21446,9789979525264,
21450,"Bláa bókin mín",525271,variable,21449,9789979525271,
21453,"Bleika bókin mín",525288,variable,21452,9789979525288,
21456,"Heimur dýranna",525295,variable,21455,9789979525295,
21462,"Mjallhvít - pússlbók",525318,variable,21461,9789979525318,
21466,"Kát krútt - Feluleikur",525325,variable,21465,9789979525325,
21469,"Kát krútt - Leikur og fjör",525332,variable,21468,9789979525332,
21472,"Segðu mér sögu",525349,variable,21471,9789979525349,
21475,"Ys og þys í Erilborg",525356,variable,21474,9789979525356,
21478,"Dúkkulísur - Blómaprinessur",525363,variable,21477,9789979525363,
21481,"Dúkkulísur - Töfrandi álfadísi",525370,variable,21480,9789979525370,
21484,"Dýrin í sveitinni - snertið og finnið",525387,variable,21483,9789979525387,
21487,"Háttatími - snertið og finnið",525394,variable,21486,9789979525394,
21490,"Farartæki - snertið og finnið",525400,variable,21489,9789979525400,
21501,"Hvolpar og kettlingar",525417,variable,21500,9789979525417,
21504,"Í sveitinni - snertið og finnið",525424,variable,21503,9789979525424,
21507,"Rósalind prinsessa og töfrakristallinn",525431,variable,21506,9789979525431,
21510,"Flóðhestur í fótbolta",525448,variable,21509,9789979525448,
21513,"Komdu að veiða",525455,variable,21512,9789979525455,
21516,"Frábær selur",525462,variable,21515,9789979525462,
21522,"Hans og Gréta - Pússlbók",525493,variable,21521,9789979525493,
21525,"Riddarinn sem var ekki til",52550,variable,21524,9789979302353,
21529,"Gosi - Pússlbók",525509,variable,21528,9789979525509,
21532,"Halló ! Má ég skoða",525516,variable,21531,9789979525516,
21538,"Halló ! Leikum og lærum",525523,variable,21537,9789979525523,
21541,"Rósalind prinsessa og töfraskó",525530,variable,21540,9789979525530,
21544,"Rauðhetta - lyftimyndabók",525547,variable,21543,9789979525547,
21547,"Komum í feluleik - Dýrin",525561,variable,21546,9789979525561,
21550,"Bóbó bangsi í sveit",525578,variable,21549,9789979525578,
21553,"Andarunginn Nelli",525585,variable,21552,9789979525585,
21556,"Fyrsta teiknibókin í sveit",525592,variable,21555,9789979525592,
21559,"Samlagning - reiknaðu með okku",525615,variable,21558,9789979525615,
21562,"Frádráttur - reiknaðu með okkur",525622,variable,21561,9789979525622,
21565,"Bráðum koma jólin",525639,variable,21564,9789979525639,
21568,Jólagleði,525646,variable,21567,9789979525646,
21571,"Dýrin um allan heim - pússlbók",525653,variable,21570,9789979525653,
21574,"Hvar er Voffi ?",525660,variable,21573,9789979525660,
21577,"Hvar er Káta ?",525677,variable,21576,9789979525677,
21580,"Mjá-mjá kisa mín",525684,variable,21579,9789979525684,
21583,"Bra - bra ungi litli",525691,variable,21582,9789979525691,
21586,"Ég er 1 árs - að skoða, leita og finna",525745,variable,21585,9789979525745,
21592,"Ég er 3 ára - að leika, leita",525769,variable,21591,9789979525769,
21595,"Dúkkulísur - Mjallhvít",525776,variable,21594,9789979525776,
21598,"Dúkkulísur - Öskubuska",525783,variable,21597,9789979525783,
21601,"1000 orð og límmiðar",525790,variable,21600,9789979525790,
21604,"Litli ferðafélaginn",525806,variable,21603,9789979525806,
21607,"Ég og besti vinur minn - Kobbi og Keli",525813,variable,21606,9789979525813,
21610,"Ég og besti vinur minn - Birta og Bína",525820,variable,21609,9789979525820,
21613,"Límmiðataskan - föndur og fjör",525837,variable,21612,9789979525837,
21616,"Límmiðataskan - litum og leikum",525844,variable,21615,9789979525844,
21619,"Komdu að leika litla mús",525851,variable,21618,9789979525851,
21622,"Velkominn í heiminn ungi litli",525868,variable,21621,9789979525868,
21625,Jólafjör,525875,variable,21624,9789979525875,
21628,"Litla orðabókin um - Fyrstu orðin",525882,variable,21627,9789979525882,
21631,"Litla orðabókin um - farartæki",525899,variable,21630,9789979525899,
21634,"Litla orðabókin um - sveitalíf",525905,variable,21633,9789979525905,
21637,"Sveitin - saga með segulmyndum",525912,variable,21636,9789979525912,
21640,"Slökkviliðsbílinn - með hljóði",525929,variable,21639,9789979525929,
21643,"Krakka Atlas",525936,variable,21642,9789979525936,
21646,"Rauðhetta - gluggabók",525943,variable,21645,9789979525943,
21649,"Ljóti andarunginn - gluggabók",525950,variable,21648,9789979525950,
21656,"Súper Neó - Ofurhetjan",525974,variable,21655,9789979525974,
21659,"Mjallhvít - límmyndaleikur",525981,variable,21658,9789979525981,
21662,"Rauðhetta - límmyndaleikur",525998,variable,21661,9789979525998,
21669,"501 Feluhlutur",526025,variable,21668,9789979526025,
21672,"Frábærir límmiðar - Sveitin",526032,variable,21671,9789979526032,
21675,"Frábærir límmiðar - Farartækin",526049,variable,21674,9789979526049,
21678,"Kata kanína - glöð eða döpur",526056,variable,21677,9789979526056,
21682,"Keli hvolpur",526063,variable,21681,9789979526063,
21686,"Litli Bangsi og litirnir",526070,variable,21685,9789979526070,
21689,"Tommi og tölurnar",526087,variable,21688,9789979526087,
21692,"Vinirnir í sveitinni",526094,variable,21691,9789979526094,
21696,"Fjör á Regnbogabæ",526100,variable,21695,9789979526100,
21699,Prinsessusögur,526117,variable,21698,9789979526117,
21702,Dýrasögur,526124,variable,21701,9789979526124,
21705,"Kvöldsögur fyrir krakka",526131,variable,21704,9789979526131,
21709,"Tikk og Takk Klukkubók",526148,variable,21708,9789979526148,
21712,"Snúður og snælda",526155,variable,21711,9789979526155,
21715,"Kolur vinur Snúðs og Snældu",526162,variable,21714,9789979526162,
21718,"Snúður og Snælda og Lappi í skólanum",526179,variable,21717,9789979526179,
21721,"Snúður og Snælda í jólaskapi",526186,variable,21720,9789979526186,
21724,"Kópur vinur Snúðs og Snældu",526193,variable,21723,9789979526193,
21727,"Snúður skiptir um lit",526209,variable,21726,9789979526209,
21730,"Snúður og Snælda skemmta sér",526216,variable,21729,9789979526216,
21733,"Snúður og Snælda í útilegu",526223,variable,21732,9789979526223,
21737,Sveitabæjarfjör,526230,variable,21736,9789979526230,
21740,Farartækjafjör,526247,variable,21739,9789979526247,
21745,Fræðabrunnur,526278,variable,21744,9789979526278,
21754,"555 Límmyndir - Skrímsli",526292,variable,21753,9789979526292,
21785,Svanurinn,530227,variable,21784,9789979530220,
21807,"Frásagnalist fyrri alda",530472,variable,21806,9789979530473,
21811,Froskmaðurinn,530499,variable,21810,9789979530497,
21920,"Fljótið sofandi konur",531835,variable,21919,9789979531838,
21956,Jólaljóð,532088,variable,21955,9789979532088,
21986,"Ljóð línu dans",532211,variable,21985,9789979532217,
21990,Brotabrot,532246,variable,21989,9789979532248,
21992,"Ósýnilegar sögur",532254,variable,21991,9789979532255,
22030,"Islande: Le pays chaleureux du Nord",532432,variable,22029,9789979532439,
22043,"Músin sem læðist",532483,variable,22042,9789979532484,
22055,"Söngur Salómons",53253X,variable,22054,9789979532538,
22067,Ævinlega,532599,variable,22066,9789979532590,
22073,"Í luktum heimi",532602,variable,22072,9789979532606,
22094,"Unglingsárin - handbók fyrir foreldra",532718,variable,22093,9789979532712,
22145,"Að heilsa og kveðja",532971,variable,22144,9789979532972,
22148,Villiland,53298X,variable,22147,9789979532989,
22160,"Ljóð vega safn",53303X,variable,22159,9789979533030,
22165,"Leikföng leiðans",533056,variable,22164,9789979533054,
22195,"Alveg nóg",53317X,variable,22194,9789979533177,
22198,"Ljóð línu spil",533188,variable,22197,9789979533184,
22200,Úlfabros,533196,variable,22199,9789979533191,
22202,Erta,53320X,variable,22201,9789979533207,
22204,"Faðir og móðir og dulmagn bernskunnar",533218,variable,22203,9789979533214,
22208,"Góðra vina fundur: ævisaga Kristins Hallssonar",533242,variable,22207,9789979533245,
22215,"Islandia: El cálido país Nórdico",533285,variable,22214,9789979533283,
22218,"Islanda:  Il caldo paese del nord",533293,variable,22217,9789979533290,
22227,"Islandi: Lämmin maa pohjoisessa",533323,variable,22226,9789979533320,
22239,"Sjaldgæft fólk",533390,variable,22238,9789979533399,
22264,"Eins og steinn sem hafið fágar",533528,variable,22263,9789979533528,
22267,Maríuglugginn,533536,variable,22266,9789979533535,
22276,"Saga af stúlku",533579,variable,22275,9789979523574,
22315,"Le monde de l'eau vive",533730,variable,22314,9789979533733,
22322,"Reykjavík: Eine Stadt für jede Jahreszeit",533765,variable,22321,9789979533764,
22324,"Reykjavík - une cité des quatre saisons",533773,variable,22323,9789979533771,
22334,Mannveiðihandbókin,533824,variable,22333,9789979533825,
22343,Vasadiskó,533862,variable,22342,9789979533863,
22356,"Sannar sögur",533919,variable,22355,9789979533917,
22359,"Ljóð tíma skyn",533927,variable,22358,9789979533924,
22363,"Miklu meira en mest",533935,variable,22362,9789979533931,
22366,Vetrarferðin,533943,variable,22365,9789979533948,
22370,"Gullið í höfðinu",533951,variable,22369,9789979533955,
22383,"Der See Myvatn und seine Umgebung",53401X,variable,22382,9789979534013,
22386,"Leiðsögn um Mývatn",534028,variable,22385,9789979534020,
22389,"A Guide to Mývatn and it's surroundings",534036,variable,22388,9789979534037,
22397,"Sigfús Daðason: ritgerðir og pistlar",534079,variable,22396,9789979534075,
22409,Dís,534125,variable,22408,9789979534129,
22415,Hvunndagshetjan,534141,variable,22414,9789979534143,
22419,Blýnótt,53415X,variable,22418,9780997953411,
22426,Gullspangagleraugun,534214,variable,22425,9789979534211,
22436,"Hótel Kalifornía",534249,variable,22435,9789979534242,
22441,"Brotinn taktur",534265,variable,22440,9789979534266,
22446,Álftagerðisbræður,534281,variable,22445,9789979534280,
22450,"Saga augans",53429X,variable,22449,9789979534297,
22453,Anna,534311,variable,22452,9789979534310,
22462,Sigurvegarinn,534338,variable,22461,9799979534333,
22470,"Iceland - Warm Country, Russian",534389,variable,22469,9789979534389,
22476,"Lost in Iceland - Deutsch",534400,variable,22475,9789979534402,
22484,"Ísrael - saga af manni",534443,variable,22483,9789979534440,
22490,"Hjörturinn skiptir um dvalarstað",53446X,variable,22489,9789979534464,
22494,"Genin okkar",534478,variable,22493,9789979534471,
22498,Crazy,534486,variable,22497,9789979534488,
22515,"Ekki segja frá",534524,variable,22514,9789979534525,
22520,"Vaknað í Brussel",534532,variable,22519,9789979534532,
22525,"Lost in Iceland - français, large format",534540,variable,22524,9789979534549,
22528,"Islandia - Ciepły kraj na Północy",534559,variable,22527,9789979534556,
22531,"Tolkien og Hringurinn PEP",534591,variable,22530,,
22549,"Gylfi Gíslasson",535096,variable,22548,9789979535096,
22553,"Meistarinn og Margaríta",535263,variable,22552,9789979535263,
22558,Snaran,535270,variable,22557,9789979535270,
22565,"Íslensk-ensk orðabók",535287,variable,22564,9789979535287,
22569,"Veröld sem var",535300,variable,22568,9789979535300,
22576,"Íslensk - dönsk / dönsk - íslensk orðabók",535317,variable,22575,9789979535317,
22581,"Orðabók um slangur, slettur, bannorð og annað utangarðsmál",535324,variable,22580,9789979535324,
22586,Sultur,535331,variable,22585,9789979535331,
22590,"Sagen und Märchen aus Island",535348,variable,22589,9789979535348,
22594,"Sagor och sagner fran Island",535355,variable,22593,9789979535355,
22598,"World of the Viking Gods",535362,variable,22597,9789979535362,
22603,"Íslensk orðabók",535379,variable,22602,9789979535379,
22607,"Volcano Island",535386,variable,22606,9789979535386,
22611,"Meistarar og lærisveinar",535393,variable,22610,9789979535393,
22616,"Hundrað ára einsemd",535409,variable,22615,9789979535409,
22622,"Fátækt fólk",535416,variable,22621,9789979535416,
22628,Poppkorn,535423,variable,22627,9789979535423,
22632,"Hús andanna",535430,variable,22631,9789979535430,
22636,"Íslensk listasaga",535447,variable,22635,9789979535447,
22640,"Schauplätze Isländischer Volkssagen",535454,variable,22639,9789979535454,
22644,"Nöfn Íslendinga",535461,variable,22643,9789979535461,
22649,"Ævintýri góða dátans Svejks",535485,variable,22648,9789979535485,
22653,"Yfirsýn - án öskju",535492,variable,22652,9789979535492,
22657,"Norsk-íslensk orðabók",535522,variable,22656,9789979535522,
22661,"Svartar fjaðrir",535539,variable,22660,9789979535539,
22665,"Íslensk-spænsk orðabók",535546,variable,22664,9789979535546,
22673,"Þingræði á Íslandi - samtíð og saga",535553,variable,22672,9789979535553,
22677,"Iceland in Motion",535560,variable,22676,9789979535560,
22681,"Hroki og hleypidómar",535577,variable,22680,9789979535577,
22685,"Yfirsýn - í öskju",535584,variable,22684,9789979535584,
22689,Fjallkirkjan,535591,variable,22688,9789979535591,
22696,"Gæfuspor - gildin í lífinu",535607,variable,22695,9789979535607,
22700,"Íslensk orðsnilld",535614,variable,22699,9789979535614,
22704,"Óbærilegur léttleiki tilverunnar",535621,variable,22703,9789979535621,
22708,"Íslensk kvæði",535638,variable,22707,9789979535638,
22712,"Ástarljóð Davíðs Stefánssonar",535645,variable,22711,9789979535645,
22717,"Stóra garðabókin - alfræði garðeigandans",535652,variable,22716,9789979535652,
22722,"Íslensk-ensk/ensk-íslensk vasaorðabók",535676,variable,22721,9789979535676,
22726,"Íslensk samheitaorðabók",535683,variable,22725,9789979535683,
22731,Undraborgin,535690,variable,22730,9789979535690,
22737,"Ísland í allri sinni dýrð",535706,variable,22736,9789979535706,
22741,"Island - in all seiner Pracht",535713,variable,22740,9789979535713,
22745,"Iceland - in all its Splendour",535720,variable,22744,9789979535720,
22749,"Baráttan um brauðið",535737,variable,22748,9789979535737,
22753,"Veisla í farángrinum",535751,variable,22752,9789979535751,
22757,"Tómas Jónsson - metsölubók",535768,variable,22756,9789979535768,
22762,Vínlandsdagbók,535775,variable,22761,9789979535775,
22766,"Saga Alþýðusambands Íslands - askja",535799,variable,22765,9789979535799,
22770,"Saga Alþýðusambands Íslands - án öskju",535805,variable,22769,9789979535805,
22774,"Lost in Iceland - small format",535829,variable,22773,9789979535829,
22778,"Lost in Iceland - Deutsch, kleines Format",535836,variable,22777,9789979535836,
22782,"Lost in Iceland, français, small format",535843,variable,22781,9789979535843,
22787,Demantstorgið,535850,variable,22786,9789979535850,
22791,Tröllakirkja,535867,variable,22790,9789979535867,
22794,"Sagn og eventyr fra Island",535874,variable,22793,9789979535874,
22798,"L´Islande - Éclat et magnifice",535881,variable,22797,9789979535881,
22802,"Iceland: Down to Earth",535904,variable,22801,9789979535904,
22806,"Island - zur Erde hin",535911,variable,22805,9789979535911,
22811,Purpuraliturinn,535942,variable,22810,9789979535942,
22816,"Lífríki Íslands: vistkerfi lands og sjávar",535959,variable,22815,9789979535959,
22820,"Íslensk úrvalsljóð",535966,variable,22819,9789979535966,
22824,"Íslenskar úrvalsstökur",535973,variable,22823,9789979535973,
22828,"Íslenskir málshættir og snjallyrði",535980,variable,22827,9789979535980,
22832,"Icelanders - small format",536000,variable,22831,9789979536000,
22836,"Isländer - small format",536017,variable,22835,9789979536017,
22840,"Islandais - mini",536024,variable,22839,9789979536024,
22844,"Contes Populaires Islandais",536031,variable,22843,9789979536031,
22848,Dægradvöl,536048,variable,22847,9789979536048,
22856,"Island: Det varme land i nord",536062,variable,22855,9789979536062,
22859,"Island: Det varme landet i norr",536079,variable,22858,9789979536079,
22862,"Island: Det varme landet i nord",536086,variable,22861,9789979536086,
22865,"Islanti: Lämmin maa pohjoisessa",536093,variable,22864,9789979536093,
22868,"Iceland: Warm Country of the North",536109,variable,22867,9789979536109,
22871,"Island: Die warme Insel des Nordens",536116,variable,22870,9789979536116,
22874,"Islande: Le pays chaleureux du Nord",536123,variable,22873,9789979536123,
22880,Orðbragð,536130,variable,22879,9789979536130,
22884,"Leikur hlæjandi láns",536147,variable,22883,9789979536147,
22894,Hallgrímskver,536161,variable,22893,9789979536161,
22899,"Meistari allra meina: ævisaga krabbameins",536178,variable,22898,9789979536178,
22904,"Grasið syngur",536185,variable,22903,9789979536185,
22908,"Fyrir sunnan",536192,variable,22907,9789979536192,
22912,"Saga tónlistarinnar",536208,variable,22911,9789979536208,
22916,"Perlur Laxness",536215,variable,22915,9789979536215,
22920,"Perlur úr ljóðum íslenskra kvenna",536222,variable,22919,9789979536222,
22923,"Býr Íslendingur hér? Minningar Leifs Muller",536246,variable,22922,9789979536246,
22926,"Erró - a Lifescape",536253,variable,22925,9789979536253,
22932,Höllin,536260,variable,22931,9789979536260,
22936,Spakmælabókin,536277,variable,22935,9789979536277,
22940,"Draugasögur við þjóðveginn",536284,variable,22939,9789979536284,
22944,"Orð að sönnu",536291,variable,22943,9789979536291,
22948,"Sögur handa öllum",536307,variable,22947,9789979536307,
22953,"Capturing The Northern Lights: a Photo Guide",536314,variable,22952,9789979536314,
22957,Djöflaeyjan,536321,variable,22956,9789979536321,
22962,Örlagaþættir,536352,variable,22961,9789979536352,
22968,"Snorri Hjartarson - kvæðasafn",536369,variable,22967,9789979536369,
22971,"Ensk-íslenska orðabókin",536390,variable,22970,9789979536390,
23007,"Hún er horfin",540401,variable,23006,9789935454041,
23044,"66 Manuscripts from the Arnamagnæan Collection",542647,variable,23043,9788763542647,
23090,Sannstæður,54370,variable,23089,9789979300816,
23205,"Inngangur að rökfræði 1",548232,variable,23204,9789979548232,
23209,"Innra augað",549246,variable,23208,9789979549246,
23213,"Aldarsaga Háskóla Íslands 1911-2011",549253,variable,23212,9789979549253,
23216,"Á rauðum sokkum",549260,variable,23215,9789979549260,
23219,Bókabörn,549291,variable,23218,9789979549291,
23225,"Náttúruvá á Íslandi",549437,variable,23224,9789979549437,
23229,"Dagbók Elku - alþýðumenning í þéttbýli á árunum 1915–1923",549673,variable,23228,9789979549673,
23232,"Handan hafsins",549765,variable,23231,9789979549765,
23235,"Morð í dómkirkju",549789,variable,23234,9789979549789,
23239,"Dagar vinnu og vonar",549819,variable,23238,9789979549819,
23245,"Eftir skilnað",549963,variable,23244,9789979549963,
23249,"Önnur skynjun - ólík veröld",549994,variable,23248,9789979549994,
23467,"Töfrar Íslands",560029,variable,23466,9789979560029,
23470,"Yfir Íslandi",560159,variable,23469,9789979560159,
23473,"Iceland from Above",560166,variable,23472,9789979560166,
23476,"L'Islande au-delà des cimes",560173,variable,23475,9789979560173,
23479,"Island von oben",560180,variable,23478,9789979560180,
23482,"Iceland from Above - Russian",560197,variable,23481,9789979560197,
23488,"Iceland from Above - Chinese",560203,variable,23487,9789979560203,
23495,"Iceland from above - Land in Creation",560227,variable,23494,9789979560227,
23498,"Sobrevolando Islandia",560234,variable,23497,9789979560234,
23501,"Dal cielo d'Islanda",560241,variable,23500,9789979560241,
23657,"Loftkastalinn sem hrundi",567897,variable,23656,,
23666,"Spegill, spegill",56800,variable,23665,9789979302292,
23696,"Dagasögur CD",5690330080008,variable,23695,5690330080008,
23699,"La otra Orilla de EI dorado",5690452902110,variable,23698,5690452902110,
23760,"Klækir kamelljónsins",570110,variable,23759,9789979570110,
23799,Stílfræði,57100,variable,23798,9789979312659,
23835,Örlagadansinn,571568,variable,23834,9789979571568,
23849,"Bak við þögla brosið",572169,variable,23848,9789979572169,
23856,"Sjáumst þótt síðar verði",572190,variable,23855,9789979572190,
23884,"Ítölsk matreiðsla",573197,variable,23883,9789979573197,
23901,"Áhyggjur Berts",573913,variable,23900,9789979573913,
23904,"Svanur og jólin",573937,variable,23903,9789979573937,
23913,"Renus í hjarta",574040,variable,23912,9789979574040,
23927,"Vandamál Berts",574323,variable,23926,9789979574323,
23934,"Svanur og sumarið",574354,variable,23933,9789979574354,
23942,"Adda í menntaskóla",574491,variable,23941,9789979574491,
23953,"Leynilöggan Svanur",574620,variable,23952,9789979574620,
23958,"Frelsun Berts",574637,variable,23957,9789979574637,
23975,"Fótspor hins illa",574828,variable,23974,9789979574828,
23980,"Svanur elskar Soffíu",574941,variable,23979,9789979574941,
23983,"Bert og aðdáendurnar",574958,variable,23982,9789979574958,
23989,"Áður en ég kveð",575016,variable,23988,9789979575016,
23992,"Gríptu nóttina",575030,variable,23991,9789979575030,
24001,"Bert babyface",575221,variable,24000,9789979575221,
24005,Fílar,575290,variable,24004,9789979575290,
24012,"Risar dýraríkisins",5753579,variable,24011,9789979573579,
24015,"Svanur með heilabilun",575368,variable,24014,9789979575368,
24021,"Tafl fyrir fjóra",575412,variable,24020,9789979575412,
24026,"Samræður við Guð - önnur bók",575463,variable,24025,7989979575463,
24032,Mannapar,575566,variable,24031,9789979575566,
24035,"Annað tækifæri",575573,variable,24034,9789979575573,
24041,"Óþekkta konan",575665,variable,24040,9789979575665,
24060,"Samræður við Guð - þriðja bók",575740,variable,24059,9789979575740,
24067,"Afi ullarsokkur - Fríða frænka",575764,variable,24066,9789979575764,
24071,Fiðrildi,575771,variable,24070,9789979575771,
24079,Pöllusögur,575870,variable,24078,9789979575870,
24083,Páfagaukar,575887,variable,24082,9789979575887,
24087,Félagsskordýr,575894,variable,24086,9789979575894,
24092,Inga,575900,variable,24091,9789979575900,
24096,Omerta,575917,variable,24095,9789979575917,
24099,Mörgæsir,575924,variable,24098,9789979575924,
24106,Eðlur,575993,variable,24105,9789979575993,
24109,"Þjóðkunnir menn við þjóðveginn",576006,variable,24108,9789979576006,
24112,"Afi ullarsokkur - Ferðin yfir fljótið",576020,variable,24111,9789979576020,
24115,"Heima er engu öðru líkt",576037,variable,24114,9789979576037,
24118,Hermikrákuheimur,576051,variable,24117,9789979576051,
24124,"Nonnikonni og kúlurnar",576082,variable,24123,9789979576082,
24130,Dýrapar,576136,variable,24129,9789979576136,
24143,Forsöguskeið,576266,variable,24142,9789979576266,
24146,"Skjaldbökur á láði og legi",576273,variable,24145,9789979576273,
24155,"Fyrstu sporin +36 mánaða",576310,variable,24154,9789979576310,
24159,"Þrír dagar í október",576327,variable,24158,9789979576327,
24162,"Háski á Hveravöllum",576358,variable,24161,9789979576358,
24166,"Hundurinn minn og ég",576396,variable,24165,9789979576396,
24172,Rómaveldi,576402,variable,24171,9789979576402,
24177,"Aztekar, Inkar og Majar",576419,variable,24176,9789979576419,
24180,"Afi ullarsokkur - Dalur drauganna",576426,variable,24179,9789979576426,
24188,"Viðsjál er vagga lífsins",576471,variable,24187,9789979576471,
24197,"Grunnar grafir",576501,variable,24196,9789979576501,
24200,"Góði strákurinn",576518,variable,24199,9789979576518,
24204,"Skræpótti fuglinn",576525,variable,24203,9789979576525,
24207,"Undur náttúrunnar",576570,variable,24206,9789979576570,
24212,Daggardropar,576587,variable,24211,9789979576587,
24218,"Ég hef fyrr heyrt þennan söng",576600,variable,24217,9789979576600,
24224,"Afi ullarsokkur - Glæpafélagið guli hanskinn",576624,variable,24223,9789979576624,
24227,"Úti í myrkrinu",576631,variable,24226,9789979576631,
24235,"Tvöfaldir fjötrar",576679,variable,24234,9789979576679,
24238,"Skrýtni Tómas",576686,variable,24237,9789979576686,
24256,"Svarta meinið",57690,variable,24255,9789979302780,
24277,"Agnarögn þrautabók",578852,variable,24276,5690755578852,
24292,"Sögur og kvæði",57920,variable,24291,9789979303565,
24355,"Tag fat",58210,variable,24354,9789979300205,
24360,"Talað mál",58220,variable,24359,9789979304067,
24384,"Talandi guð",58320,variable,24383,9789979303541,
24450,"Tónfræði 1 – lesbók og verkefnahefti",58550,variable,24449,9789979313526,
24486,"Tónfræði 2 – lesbók og verkefnahefti",58560,variable,24485,9789979300991,
24500,"Tónfræði 3 – lesbók og verkefnahefti",58570,variable,24499,9789979302643,
24504,"Tónfræði 3 - verkefnahefti",58571,variable,24503,9979-3-1299-8,
24507,"Tónfræði 3 - lesbók",58572,variable,24506,9789979311867,
24545,"Vorljóð á ýli + CD",589124,variable,24544,5690755589124,
24581,"Skrímslasögur - Hljóðbók",591348,variable,24580,9778993591348,
24584,"Svalur og Valur 4 - Svörtu hattarnir",5919151,variable,24583,9789935919151,
24612,Karnivalía,597047,variable,24611,5690738597047,
24651,"Firðir og fólk 1900-1999",604327,variable,24650,9789979604327,
24655,"Firðir og fólk 900-1900",604419,variable,24654,9789979604419,
24664,"Í búðinni hans Mústafa",606796,variable,24663,9789979606796,
24671,"Sjö sögur",607946,variable,24670,9789979607946,
24678,Venusvagninn,609919,variable,24677,9789979609919,
24682,Utz,61240,variable,24681,9789979301073,
24692,"Út á þjóðveginn",61302,variable,24691,9789979312925,
24806,"Bréf til Maríu",630517,variable,24805,9789979630517,
24811,Grettir,630531,variable,24810,9789979630531,
24845,"Ranghugmyndin um Guð",630968,variable,24844,9789979630968,
24859,"Varðinn í vestri",631033,variable,24858,9789979631033,
24863,"Fiskurinn í okkur",631040,variable,24862,9789979631040,
24867,Hamingjulönd,631057,variable,24866,9789979631057,
24871,Andarsláttur,631071,variable,24870,9789979631071,
24875,"Það kviknar í vestrinu",631088,variable,24874,9789979631088,
24879,"Við skjótum þig á morgun , mister Magnússon",631095,variable,24878,9789979631095,
24887,"Um húmanisma",631132,variable,24886,9789979631132,
24890,"Endimörk heimsins",631149,variable,24889,9789979631149,
24894,"Hver er ég?",631156,variable,24893,9789979631156,
24898,"Síðasti elskhuginn",631217,variable,24897,9789979631217,
24902,"Ekki einhöm",631224,variable,24901,9789979631224,
24906,"Dröfn og hörgult",631248,variable,24905,9789979631248,
24943,"Virki og vötn",64102,variable,24942,9789979313045,
24977,"Dagur í lífi Lúlú",650072,variable,24976,9789979650072,
24980,"Lúlú heldur jól",650089,variable,24979,9789979650089,
24989,"Mánudagur bara einu sinni í viku",650140,variable,24988,9789979650140,
24994,"Snuðra og Tuðra og eyðslupúkinn",650164,variable,24993,9789979650164,
25014,"Talað út um lífið og tilveruna",650249,variable,25013,9789979650249,
